9	300	110156.88
9	300	110151.5
9	300	110146.12
9	300	110143
9	300	110137.62
9	300	110132.23999999999
9	300	110129.12
9	300	110123.73999999999
9	300	110118.35999999999
9	300	110115.23999999999
9	300	110109.85999999999
9	300	110104.47999999998
9	300	110101.35999999999
9	300	110095.97999999998
9	300	110090.59999999998
9	300	110087.47999999998
9	300	110082.09999999998
9	300	110076.71999999997
9	300	110073.59999999998
9	300	110068.21999999997
9	300	110062.83999999997
9	300	110059.71999999997
9	300	110054.33999999997
9	300	110048.95999999996
9	300	110045.83999999997
9	300	110040.45999999996
9	300	110035.07999999996
9	300	110031.95999999996
9	300	110026.57999999996
9	300	110021.19999999995
9	900	110018.07999999996
9	900	110012.69999999995
9	900	110009.57999999996
9	900	110004.19999999995
9	900	109998.81999999995
9	900	109995.69999999995
9	900	109990.31999999995
9	900	109984.93999999994
9	900	109981.81999999995
9	900	109976.43999999994
9	900	109971.05999999994
9	900	109967.93999999994
9	900	109962.55999999994
9	900	109957.17999999993
9	900	109954.05999999994
9	900	109948.67999999993
9	900	109943.29999999993
9	900	109940.17999999993
9	900	109934.79999999993
9	900	109929.41999999993
9	900	109926.29999999993
9	900	109920.91999999993
9	900	109915.53999999992
9	900	109912.41999999993
9	900	109907.03999999992
9	900	109901.65999999992
9	900	109898.53999999992
9	900	109893.15999999992
9	900	109887.77999999991
9	900	109884.65999999992
9	900	109879.27999999991
9	900	109873.89999999991
9	3600	109870.77999999991
9	3600	109865.39999999991
9	3600	109860.0199999999
9	3600	109856.89999999991
9	3600	109851.5199999999
9	3600	109846.1399999999
9	3600	109843.0199999999
9	3600	109837.6399999999
9	3600	109832.25999999989
9	3600	109829.1399999999
9	3600	109823.75999999989
9	3600	109818.37999999989
9	3600	109815.25999999989
9	3600	109809.87999999989
9	3600	109804.49999999988
9	3600	109801.37999999989
9	3600	109795.99999999988
9	3600	109790.61999999988
9	3600	109787.49999999988
9	3600	109782.11999999988
9	3600	109776.73999999987
9	3600	109773.61999999988
9	3600	109768.23999999987
9	3600	109762.85999999987
9	3600	109759.73999999987
9	3600	109754.35999999987
9	3600	109748.97999999986
9	3600	109745.85999999987
9	3600	109740.47999999986
9	3600	109735.09999999986
9	3900	109731.97999999986
9	3900	109726.59999999986
9	3900	109721.21999999986
9	3900	109718.09999999986
9	3900	109712.71999999986
9	3900	109707.33999999985
9	3900	109704.21999999986
9	3900	109698.83999999985
9	3900	109693.45999999985
9	3900	109690.33999999985
9	3900	109684.95999999985
9	3900	109679.57999999984
9	3900	109676.45999999985
9	3900	109671.07999999984
9	3900	109665.69999999984
9	3900	109662.57999999984
9	3900	109657.19999999984
9	3900	109651.81999999983
9	3900	109648.69999999984
9	3900	109643.31999999983
9	3900	109637.93999999983
9	3900	109634.81999999983
9	3900	109629.43999999983
9	3900	109624.05999999982
9	3900	109620.93999999983
9	3900	109615.55999999982
9	3900	109610.17999999982
9	3900	109607.05999999982
9	3900	109601.67999999982
9	3900	109596.29999999981
9	5100	109593.17999999982
9	5100	109587.79999999981
9	5100	109582.41999999981
9	5100	109577.0399999998
9	5100	109571.6599999998
9	5100	109566.2799999998
9	5100	109560.89999999979
9	5100	109555.51999999979
9	5100	109550.13999999978
9	5100	109544.75999999978
9	5100	109539.37999999977
9	5100	109533.99999999977
9	5100	109528.61999999976
9	5100	109525.49999999977
9	5100	109520.11999999976
9	5100	109514.73999999976
9	5100	109511.61999999976
9	5100	109506.23999999976
9	5100	109500.85999999975
9	5100	109497.73999999976
9	5100	109492.35999999975
9	5100	109486.97999999975
9	5100	109483.85999999975
9	5100	109478.47999999975
9	5100	109473.09999999974
9	5100	109469.97999999975
9	5100	109464.59999999974
9	5100	109459.21999999974
9	5100	109456.09999999974
9	5100	109450.71999999974
9	5100	109445.33999999973
9	5100	109442.21999999974
9	5100	109436.83999999973
9	5100	109431.45999999973
9	5100	109428.33999999973
9	5100	109422.95999999973
9	5100	109417.57999999973
9	5100	109414.45999999973
9	5100	109409.07999999973
9	5100	109403.69999999972
9	5100	109400.57999999973
9	5100	109395.19999999972
9	5100	109389.81999999972
9	6000	109386.69999999972
9	6000	109381.31999999972
9	6000	109375.93999999971
9	6000	109372.81999999972
9	6000	109367.43999999971
9	6000	109362.05999999971
9	6000	109358.93999999971
9	6000	109353.55999999971
9	6000	109348.1799999997
9	6000	109345.05999999971
9	6000	109339.6799999997
9	6000	109334.2999999997
9	6000	109331.1799999997
9	6000	109325.7999999997
9	6000	109320.41999999969
9	6000	109317.2999999997
9	6000	109311.91999999969
9	6000	109306.53999999969
9	6000	109303.41999999969
9	6000	109298.03999999969
9	6000	109292.65999999968
9	6000	109289.53999999969
9	6000	109284.15999999968
9	6000	109278.77999999968
9	6000	109275.65999999968
9	6000	109270.27999999968
9	6000	109264.89999999967
9	6000	109261.77999999968
9	6000	109256.39999999967
9	6000	109251.01999999967
9	6300	109247.89999999967
9	6300	109242.51999999967
9	6300	109237.13999999966
9	6300	109231.75999999966
9	6300	109226.37999999966
9	6300	109220.99999999965
