9	900	110156.88
9	900	110151.5
9	900	110148.38
9	900	110143
9	900	110137.62
9	900	110134.5
9	900	110129.12
9	900	110123.73999999999
9	900	110120.62
9	900	110115.23999999999
9	900	110109.85999999999
9	900	110106.73999999999
9	900	110101.35999999999
9	900	110095.97999999998
9	900	110092.85999999999
9	900	110087.47999999998
9	900	110082.09999999998
9	900	110078.97999999998
9	900	110073.59999999998
9	900	110068.21999999997
9	900	110065.09999999998
9	900	110059.71999999997
9	900	110054.33999999997
9	900	110051.21999999997
9	900	110045.83999999997
9	900	110040.45999999996
9	900	110037.33999999997
9	900	110031.95999999996
9	900	110026.57999999996
9	900	110023.45999999996
9	900	110018.07999999996
9	900	110012.69999999995
9	5100	110009.57999999996
9	5100	110004.19999999995
9	5100	109998.81999999995
9	5100	109993.43999999994
9	5100	109988.05999999994
9	5100	109982.67999999993
9	5100	109977.29999999993
9	5100	109971.91999999993
9	5100	109966.53999999992
9	5100	109961.15999999992
9	5100	109955.77999999991
9	5100	109950.39999999991
9	5100	109945.0199999999
9	5100	109941.89999999991
9	5100	109936.5199999999
9	5100	109931.1399999999
9	5100	109928.0199999999
9	5100	109922.6399999999
9	5100	109917.25999999989
9	5100	109914.1399999999
9	5100	109908.75999999989
9	5100	109903.37999999989
9	5100	109900.25999999989
9	5100	109894.87999999989
9	5100	109889.49999999988
9	5100	109886.37999999989
9	5100	109880.99999999988
9	5100	109875.61999999988
9	5100	109872.49999999988
9	5100	109867.11999999988
9	5100	109861.73999999987
9	5100	109858.61999999988
9	5100	109853.23999999987
9	5100	109847.85999999987
9	5100	109844.73999999987
9	5100	109839.35999999987
9	5100	109833.97999999986
9	5100	109830.85999999987
9	5100	109825.47999999986
9	5100	109820.09999999986
9	5100	109816.97999999986
9	5100	109811.59999999986
9	5100	109806.21999999986
9	6300	109803.09999999986
9	6300	109797.71999999986
9	6300	109792.33999999985
9	6300	109786.95999999985
9	6300	109781.57999999984
9	6300	109776.19999999984
9	6300	109770.81999999983
9	6300	109765.43999999983
9	6300	109760.05999999982
9	6300	109754.67999999982
9	6300	109749.29999999981
9	6300	109743.91999999981
9	6300	109738.5399999998
9	6300	109735.41999999981
9	6300	109730.0399999998
9	6300	109724.6599999998
9	6300	109721.5399999998
9	6300	109716.1599999998
9	6300	109710.7799999998
9	6300	109707.6599999998
9	6300	109702.2799999998
9	6300	109696.89999999979
9	6300	109693.7799999998
9	6300	109688.39999999979
9	6300	109683.01999999979
9	6300	109679.89999999979
9	6300	109674.51999999979
9	6300	109669.13999999978
9	6300	109666.01999999979
9	6300	109660.63999999978
9	6300	109655.25999999978
9	6300	109652.13999999978
9	6300	109646.75999999978
9	6300	109641.37999999977
9	6300	109638.25999999978
9	6300	109632.87999999977
9	6300	109627.49999999977
9	6300	109624.37999999977
9	6300	109618.99999999977
9	6300	109613.61999999976
9	6300	109610.49999999977
9	6300	109605.11999999976
9	6300	109599.73999999976
9	9300	109596.61999999976
9	9300	109591.23999999976
9	9300	109585.85999999975
9	9300	109580.47999999975
9	9300	109575.09999999974
9	9300	109569.71999999974
9	9300	109564.33999999973
9	9300	109558.95999999973
9	9300	109553.57999999973
9	9300	109548.19999999972
9	9300	109542.81999999972
9	9300	109537.43999999971
9	9300	109532.05999999971
9	9300	109528.93999999971
9	9300	109523.55999999971
9	9300	109518.1799999997
9	9300	109515.05999999971
9	9300	109509.6799999997
9	9300	109504.2999999997
9	9300	109501.1799999997
9	9300	109495.7999999997
9	9300	109490.41999999969
9	9300	109487.2999999997
9	9300	109481.91999999969
9	9300	109476.53999999969
9	9300	109473.41999999969
9	9300	109468.03999999969
9	9300	109462.65999999968
9	9300	109459.53999999969
9	9300	109454.15999999968
9	9300	109448.77999999968
9	9300	109445.65999999968
9	9300	109440.27999999968
9	9300	109434.89999999967
9	9300	109431.77999999968
